Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSG00000274829	ENST00000633129	5073	PARN
ENSG00000236093	ENST00000438271		PPP1R2P1
ENSG00000236093	ENST00000445775		PPP1R2P1
ENSG00000260055	ENST00000566459		HLA-P
ENSG00000237495	ENST00000489528	80741	LY6G5C
ENSG00000237495	ENST00000494009	80741	LY6G5C
ENSG00000237495	ENST00000458081	80741	LY6G5C
ENSG00000237495	ENST00000491575	80741	LY6G5C
ENSG00000237495	ENST00000478907	80741	LY6G5C
ENSG00000237495	ENST00000474525	80741	LY6G5C
ENSG00000237495	ENST00000432980	80741	LY6G5C
ENSG00000237495	ENST00000480084	80741	LY6G5C
ENSG00000233180	ENST00000444830	442184	OR2B3
ENSG00000228913	ENST00000432676	10537	UBD
ENSG00000235540	ENST00000421458	100507463	PSMB8-AS1
ENSG00000235540	ENST00000441916	100507463	PSMB8-AS1
ENSG00000235540	ENST00000434564	100507463	PSMB8-AS1
ENSG00000235540	ENST00000428475	100507463	PSMB8-AS1
ENSG00000235540	ENST00000413429	100507463	PSMB8-AS1
ENSG00000235540	ENST00000444909	100507463	PSMB8-AS1
ENSG00000227137	ENST00000421859	81696	OR5V1
ENSG00000227137	ENST00000418692	81696	OR5V1
ENSG00000227137	ENST00000548546	81696	OR5V1
ENSG00000234110	ENST00000429463		TSPY25P
ENSG00000223422	ENST00000439805		
ENSG00000231159	ENST00000449148		OFD1P8Y
ENSG00000278488	ENST00000632380	93100	NAPRT
ENSG00000278488	ENST00000632672	93100	NAPRT
ENSG00000278488	ENST00000632837	93100	NAPRT
ENSG00000278488	ENST00000632093	93100	NAPRT
ENSG00000278488	ENST00000632139	93100	NAPRT
ENSG00000278488	ENST00000633197	93100	NAPRT
ENSG00000278488	ENST00000632636	93100	NAPRT
ENSG00000278488	ENST00000632890	93100	NAPRT
ENSG00000278488	ENST00000632020	93100	NAPRT
ENSG00000278488	ENST00000631461	93100	NAPRT
ENSG00000278488	ENST00000632378	93100	NAPRT
ENSG00000278488	ENST00000631881	93100	NAPRT
ENSG00000278488	ENST00000621955	93100	NAPRT
ENSG00000225653	ENST00000458209		RNF19BPY
ENSG00000251618	ENST00000509611		
ENSG00000248655	ENST00000513934		NOP56P1
ENSG00000229159	ENST00000440136		TSPY23P
ENSG00000232957	ENST00000426685	3111	HLA-DOA
ENSG00000232957	ENST00000492557	3111	HLA-DOA
ENSG00000232957	ENST00000480717	3111	HLA-DOA
ENSG00000232957	ENST00000465107	3111	HLA-DOA
ENSG00000232957	ENST00000418857	3111	HLA-DOA
ENSG00000232957	ENST00000497431	3111	HLA-DOA
ENSG00000234803	ENST00000448006		FAM197Y2
ENSG00000234803	ENST00000418016		FAM197Y2
ENSG00000234803	ENST00000598351		FAM197Y2
ENSG00000228578	ENST00000422712		TUBB1P2
ENSG00000231411	ENST00000446466		DUX4L31
ENSG00000187657	ENST00000338964		TSPY13P
ENSG00000276349	ENST00000617279	729873	TBC1D3L
ENSG00000276349	ENST00000617279	101060376	TBC1D3L
ENSG00000275280	ENST00000619838		
ENSG00000270242	ENST00000605584		ACTR3BP1
ENSG00000236477	ENST00000438550		RPS24P1
ENSG00000243040	ENST00000303922	159162	RBMY2FP
ENSG00000243040	ENST00000420346	159162	RBMY2FP
ENSG00000242361	ENST00000477135	3108	HLA-DMA
ENSG00000242361	ENST00000451753	3108	HLA-DMA
ENSG00000242361	ENST00000452330	3108	HLA-DMA
ENSG00000242361	ENST00000479386	3108	HLA-DMA
ENSG00000242361	ENST00000434337	3108	HLA-DMA
ENSG00000242361	ENST00000490859	3108	HLA-DMA
ENSG00000242361	ENST00000479036	3108	HLA-DMA
ENSG00000242361	ENST00000433630	3108	HLA-DMA
ENSG00000242361	ENST00000437285	3108	HLA-DMA
ENSG00000242361	ENST00000466040	3108	HLA-DMA
ENSG00000280681	ENST00000629647		NEK4P1
ENSG00000227380	ENST00000423340		HCG15
ENSG00000280973	ENST00000630842		
ENSG00000129816	ENST00000250776	100101116	TTTY1B
ENSG00000230685	ENST00000457485	1192	CLIC1
ENSG00000230685	ENST00000423804	1192	CLIC1
ENSG00000230685	ENST00000447369	1192	CLIC1
ENSG00000230685	ENST00000447338	1192	CLIC1
ENSG00000230685	ENST00000614673	1192	CLIC1
ENSG00000223372	ENST00000395280	3116	HLA-DPB2
ENSG00000223372	ENST00000484187	3116	HLA-DPB2
ENSG00000237997	ENST00000422174		RCC2P2
ENSG00000244246	ENST00000451913		ZNF736P8Y
ENSG00000240957	ENST00000453044	259215	LY6G6F
ENSG00000234950	ENST00000447105		RBMY2OP
ENSG00000198692	ENST00000361365	9086	EIF1AY
ENSG00000198692	ENST00000465253	9086	EIF1AY
ENSG00000198692	ENST00000382772	9086	EIF1AY
ENSG00000198692	ENST00000464196	9086	EIF1AY
ENSG00000198692	ENST00000485584	9086	EIF1AY
ENSG00000282228	ENST00000634029	51025	PAM16
ENSG00000282228	ENST00000616009	51025	PAM16
ENSG00000282228	ENST00000631825	51025	PAM16
ENSG00000282228	ENST00000633028	51025	PAM16
ENSG00000282228	ENST00000631739	51025	PAM16
ENSG00000282228	ENST00000633944	51025	PAM16
ENSG00000282228	ENST00000633831	51025	PAM16
ENSG00000282228	ENST00000631595	51025	PAM16
ENSG00000282228	ENST00000633053	51025	PAM16
ENSG00000282228	ENST00000633650	51025	PAM16
ENSG00000282228	ENST00000634045	51025	PAM16
ENSG00000282228	ENST00000633558	51025	PAM16
ENSG00000282228	ENST00000631735	51025	PAM16
ENSG00000282228	ENST00000631860	51025	PAM16
ENSG00000282228	ENST00000633800	51025	PAM16
ENSG00000228990	ENST00000454169		KRT18P1
ENSG00000227639	ENST00000411447	26692	OR2W1
ENSG00000228498	ENST00000432003		HLA-Z
ENSG00000233161	ENST00000420841		DHFRP2
ENSG00000233831	ENST00000458265	282890	ZNF311
ENSG00000233831	ENST00000484052	282890	ZNF311
ENSG00000237723	ENST00000413375		ZNF70P1
ENSG00000230514	ENST00000484341	177	AGER
ENSG00000230514	ENST00000476747	177	AGER
ENSG00000230514	ENST00000485739	177	AGER
ENSG00000230514	ENST00000448768	177	AGER
ENSG00000230514	ENST00000452945	177	AGER
ENSG00000230514	ENST00000467684	177	AGER
ENSG00000230514	ENST00000426138	177	AGER
ENSG00000230514	ENST00000436653	177	AGER
ENSG00000230514	ENST00000412794	177	AGER
ENSG00000230514	ENST00000548009	177	AGER
ENSG00000230514	ENST00000550441	177	AGER
ENSG00000230514	ENST00000552209	177	AGER
ENSG00000230514	ENST00000549227	177	AGER
ENSG00000230514	ENST00000552891	177	AGER
ENSG00000230514	ENST00000546535	177	AGER
ENSG00000282124	ENST00000632648		
ENSG00000282124	ENST00000632275		
ENSG00000224056	ENST00000414348		PSORS1C3
ENSG00000227099	ENST00000422566		HLA-DRB7
ENSG00000234583	ENST00000418461		TSPY19P
ENSG00000260221	ENST00000414067		HLA-P
ENSG00000183753	ENST00000602732	9083	BPY2
ENSG00000183753	ENST00000331070	9083	BPY2
ENSG00000183753	ENST00000602818	9083	BPY2
ENSG00000183753	ENST00000382585	9083	BPY2
ENSG00000275176	ENST00000619487	31	ACACA
ENSG00000275176	ENST00000611803	31	ACACA
ENSG00000275176	ENST00000613687	31	ACACA
ENSG00000275176	ENST00000632453	31	ACACA
ENSG00000275176	ENST00000621312	31	ACACA
ENSG00000275176	ENST00000631657	31	ACACA
ENSG00000275176	ENST00000631953	31	ACACA
ENSG00000275176	ENST00000631533	31	ACACA
ENSG00000275176	ENST00000633314	31	ACACA
ENSG00000275176	ENST00000631487	31	ACACA
ENSG00000275176	ENST00000632637	31	ACACA
ENSG00000275176	ENST00000632286	31	ACACA
ENSG00000275176	ENST00000632550	31	ACACA
ENSG00000275176	ENST00000633506	31	ACACA
ENSG00000275176	ENST00000633050	31	ACACA
ENSG00000275176	ENST00000632486	31	ACACA
ENSG00000275176	ENST00000632723	31	ACACA
ENSG00000275176	ENST00000632361	31	ACACA
ENSG00000275176	ENST00000615918	31	ACACA
ENSG00000275176	ENST00000634140	31	ACACA
ENSG00000275176	ENST00000633325	31	ACACA
ENSG00000275176	ENST00000632489	31	ACACA
ENSG00000275176	ENST00000631769	31	ACACA
ENSG00000242227	ENST00000497494	3139	HLA-L
ENSG00000242227	ENST00000470222	3139	HLA-L
ENSG00000278749	ENST00000533508	100130274	CCDC166
ENSG00000229364	ENST00000454847		DDX39BP1
ENSG00000228080	ENST00000419393	3123	HLA-DRB1
ENSG00000228080	ENST00000412634	3123	HLA-DRB1
ENSG00000274352	ENST00000634041	286075	ZNF707
ENSG00000274352	ENST00000633413	286075	ZNF707
ENSG00000274352	ENST00000631634	286075	ZNF707
ENSG00000274352	ENST00000632874	286075	ZNF707
ENSG00000274352	ENST00000631524	286075	ZNF707
ENSG00000274352	ENST00000633449	286075	ZNF707
ENSG00000274352	ENST00000631732	286075	ZNF707
ENSG00000274352	ENST00000632986	286075	ZNF707
ENSG00000274352	ENST00000634047	286075	ZNF707
ENSG00000274352	ENST00000633041	286075	ZNF707
ENSG00000274352	ENST00000632553	286075	ZNF707
ENSG00000274352	ENST00000633543	286075	ZNF707
ENSG00000274352	ENST00000633526	286075	ZNF707
ENSG00000274352	ENST00000611844	286075	ZNF707
ENSG00000274352	ENST00000632558	286075	ZNF707
ENSG00000274352	ENST00000633037	286075	ZNF707
ENSG00000274352	ENST00000633380	286075	ZNF707
ENSG00000274352	ENST00000632641	286075	ZNF707
ENSG00000274352	ENST00000632731	286075	ZNF707
ENSG00000274352	ENST00000633668	286075	ZNF707
ENSG00000274352	ENST00000617261	286075	ZNF707
ENSG00000274352	ENST00000632198	286075	ZNF707
ENSG00000274352	ENST00000633973	286075	ZNF707
ENSG00000274352	ENST00000632754	286075	ZNF707
ENSG00000274352	ENST00000611146	286075	ZNF707
ENSG00000274352	ENST00000632408	286075	ZNF707
ENSG00000274352	ENST00000632548	286075	ZNF707
ENSG00000274352	ENST00000633065	286075	ZNF707
ENSG00000274352	ENST00000622212	286075	ZNF707
ENSG00000274352	ENST00000634041	101928160	ZNF707
ENSG00000274352	ENST00000633413	101928160	ZNF707
ENSG00000274352	ENST00000631634	101928160	ZNF707
ENSG00000274352	ENST00000632874	101928160	ZNF707
ENSG00000274352	ENST00000631524	101928160	ZNF707
ENSG00000274352	ENST00000633449	101928160	ZNF707
ENSG00000274352	ENST00000631732	101928160	ZNF707
ENSG00000274352	ENST00000632986	101928160	ZNF707
ENSG00000274352	ENST00000634047	101928160	ZNF707
ENSG00000274352	ENST00000633041	101928160	ZNF707
ENSG00000274352	ENST00000632553	101928160	ZNF707
ENSG00000274352	ENST00000633543	101928160	ZNF707
ENSG00000274352	ENST00000633526	101928160	ZNF707
ENSG00000274352	ENST00000611844	101928160	ZNF707
ENSG00000274352	ENST00000632558	101928160	ZNF707
ENSG00000274352	ENST00000633037	101928160	ZNF707
ENSG00000274352	ENST00000633380	101928160	ZNF707
ENSG00000274352	ENST00000632641	101928160	ZNF707
ENSG00000274352	ENST00000632731	101928160	ZNF707
ENSG00000274352	ENST00000633668	101928160	ZNF707
ENSG00000274352	ENST00000617261	101928160	ZNF707
ENSG00000274352	ENST00000632198	101928160	ZNF707
ENSG00000274352	ENST00000633973	101928160	ZNF707
ENSG00000274352	ENST00000632754	101928160	ZNF707
ENSG00000274352	ENST00000611146	101928160	ZNF707
ENSG00000274352	ENST00000632408	101928160	ZNF707
ENSG00000274352	ENST00000632548	101928160	ZNF707
ENSG00000274352	ENST00000633065	101928160	ZNF707
ENSG00000274352	ENST00000622212	101928160	ZNF707
ENSG00000225433	ENST00000455231		MTND1P12
ENSG00000227166	ENST00000412493		STSP1
ENSG00000224538	ENST00000436853		MCCD1P1
ENSG00000228379	ENST00000449963		
ENSG00000235443	ENST00000465992	30834	POLR1H
ENSG00000235443	ENST00000443494	30834	POLR1H
ENSG00000235443	ENST00000437507	30834	POLR1H
ENSG00000235443	ENST00000443142	30834	POLR1H
ENSG00000235443	ENST00000453694	30834	POLR1H
ENSG00000235443	ENST00000471263	30834	POLR1H
ENSG00000235857	ENST00000431853		CTBP2P1
ENSG00000230874	ENST00000433090		OR2G1P
ENSG00000225618	ENST00000456201	80862	ZNRD1ASP
ENSG00000225618	ENST00000436343	80862	ZNRD1ASP
ENSG00000225618	ENST00000454932	80862	ZNRD1ASP
ENSG00000225618	ENST00000423521	80862	ZNRD1ASP
ENSG00000225618	ENST00000421774	80862	ZNRD1ASP
ENSG00000225618	ENST00000425957	80862	ZNRD1ASP
ENSG00000225618	ENST00000448474	80862	ZNRD1ASP
ENSG00000225618	ENST00000448229	80862	ZNRD1ASP
ENSG00000225618	ENST00000428435	80862	ZNRD1ASP
ENSG00000225618	ENST00000442600	80862	ZNRD1ASP
ENSG00000225618	ENST00000610635	80862	ZNRD1ASP
ENSG00000223955	ENST00000417434		MTND6P1
ENSG00000237195	ENST00000430307		DLGAP5P1
ENSG00000234794	ENST00000411524	3122	HLA-DRA
ENSG00000234794	ENST00000498597	3122	HLA-DRA
ENSG00000234794	ENST00000427753	3122	HLA-DRA
ENSG00000237447	ENST00000425026		CDC27P2
ENSG00000185700	ENST00000455570	100101118	TTTY8B
ENSG00000185700	ENST00000328819	100101118	TTTY8B
ENSG00000270455	ENST00000603738		PABPC1P5
ENSG00000173357	ENST00000455422		
ENSG00000173357	ENST00000311828		
ENSG00000229940	ENST00000427496		TSPY22P
ENSG00000234385	ENST00000452257		RCC2P1
ENSG00000226863	ENST00000434773		SHROOM2P1
ENSG00000212855	ENST00000417072		TTTY2
ENSG00000237968	ENST00000426526		
ENSG00000282011	ENST00000632418		
ENSG00000224408	ENST00000438971		USP9YP22
ENSG00000233699	ENST00000438677		TTTY18
ENSG00000286009	ENST00000652216		
ENSG00000286009	ENST00000651143		
ENSG00000286009	ENST00000662422		
ENSG00000286009	ENST00000656670		
ENSG00000276726	ENST00000612103	9093	DNAJA3
ENSG00000276726	ENST00000614397	9093	DNAJA3
ENSG00000276726	ENST00000631547	9093	DNAJA3
ENSG00000276726	ENST00000633082	9093	DNAJA3
ENSG00000276726	ENST00000615114	9093	DNAJA3
ENSG00000276726	ENST00000632858	9093	DNAJA3
ENSG00000276726	ENST00000633931	9093	DNAJA3
ENSG00000276726	ENST00000632459	9093	DNAJA3
ENSG00000276726	ENST00000632045	9093	DNAJA3
ENSG00000276726	ENST00000633240	9093	DNAJA3
ENSG00000276726	ENST00000633648	9093	DNAJA3
ENSG00000276726	ENST00000632730	9093	DNAJA3
ENSG00000276726	ENST00000633170	9093	DNAJA3
ENSG00000226882	ENST00000417834	2794	GNL1
ENSG00000226882	ENST00000430236	2794	GNL1
ENSG00000226882	ENST00000486264	2794	GNL1
ENSG00000226882	ENST00000467550	2794	GNL1
ENSG00000226882	ENST00000489631	2794	GNL1
ENSG00000236718	ENST00000651645		RBMY2QP
ENSG00000236718	ENST00000429799		RBMY2QP
ENSG00000271365	ENST00000605663		
ENSG00000259029	ENST00000553347		DUX4L18
ENSG00000226223	ENST00000449843		TSPY16P
ENSG00000224657	ENST00000451071		RBMY2BP
ENSG00000224657	ENST00000400578		RBMY2BP
ENSG00000235895	ENST00000425857		
ENSG00000286201	ENST00000651678		
ENSG00000236369	ENST00000423447		TMPOP1
ENSG00000223744	ENST00000418671		RBMY2GP
ENSG00000231710	ENST00000421079		
ENSG00000215537	ENST00000442535		ZNF736P11Y
ENSG00000230476	ENST00000417699		OFD1P9Y
ENSG00000226517	ENST00000446873		
ENSG00000225840	ENST00000445125		
ENSG00000229745	ENST00000422208		BPY2DP
ENSG00000227204	ENST00000425544		RBMY2JP
ENSG00000225589	ENST00000420320	9656	MDC1
ENSG00000225589	ENST00000489008	9656	MDC1
ENSG00000225589	ENST00000419675	9656	MDC1
ENSG00000225589	ENST00000474752	9656	MDC1
ENSG00000225589	ENST00000495325	9656	MDC1
ENSG00000225589	ENST00000447640	9656	MDC1
ENSG00000225589	ENST00000445764	9656	MDC1
ENSG00000225589	ENST00000437759	9656	MDC1
ENSG00000225589	ENST00000547681	9656	MDC1
ENSG00000275828	ENST00000614446		CHEK2P1
ENSG00000228164	ENST00000427206		COL11A2P1
ENSG00000232617	ENST00000426129		
ENSG00000225615	ENST00000453474		RBMY2UP
ENSG00000237034	ENST00000454140		MICC
ENSG00000230663	ENST00000458667		FAM224B
ENSG00000225184	ENST00000432480		
ENSG00000232522	ENST00000450781		ZNF886P
ENSG00000235684	ENST00000455641		HTATSF1P1
ENSG00000234131	ENST00000439309		ELOCP8
ENSG00000277519	ENST00000620993		OFD1P16Y
ENSG00000172524	ENST00000383610	135644	TRIM40
ENSG00000172524	ENST00000476094	135644	TRIM40
ENSG00000172524	ENST00000400651	135644	TRIM40
ENSG00000172524	ENST00000547289	135644	TRIM40
ENSG00000259247	ENST00000558356		TTTY25P
ENSG00000224336	ENST00000421178		FAM197Y1
ENSG00000273731	ENST00000614700		
ENSG00000236951	ENST00000417910	102725532	
ENSG00000236951	ENST00000419158	102725532	
ENSG00000215583	ENST00000421118		ASS1P6
ENSG00000274162	ENST00000616231		SNX18P1Y
ENSG00000229208	ENST00000434454		RBMY2NP
ENSG00000129845	ENST00000250805	50858	TTTY1
ENSG00000227444	ENST00000426983		
ENSG00000238154	ENST00000424401		USP9YP4
ENSG00000233774	ENST00000430517		MED14P1
ENSG00000232475	ENST00000453726		HSFY5P
ENSG00000228764	ENST00000420174		ZNF885P
ENSG00000232226	ENST00000398758		ARSFP1
ENSG00000206433	ENST00000448441	7940	LST1
ENSG00000206433	ENST00000443340	7940	LST1
ENSG00000206433	ENST00000477067	7940	LST1
ENSG00000206433	ENST00000400255	7940	LST1
ENSG00000206433	ENST00000400257	7940	LST1
ENSG00000206433	ENST00000400265	7940	LST1
ENSG00000206433	ENST00000471940	7940	LST1
ENSG00000206433	ENST00000383484	7940	LST1
ENSG00000206433	ENST00000400253	7940	LST1
ENSG00000206433	ENST00000450047	7940	LST1
ENSG00000206433	ENST00000400252	7940	LST1
ENSG00000206433	ENST00000400251	7940	LST1
ENSG00000206433	ENST00000400264	7940	LST1
ENSG00000206433	ENST00000400263	7940	LST1
ENSG00000206433	ENST00000400262	7940	LST1
ENSG00000206433	ENST00000412931	7940	LST1
ENSG00000206433	ENST00000400250	7940	LST1
ENSG00000206433	ENST00000400261	7940	LST1
ENSG00000206433	ENST00000383486	7940	LST1
ENSG00000206433	ENST00000383480	7940	LST1
ENSG00000206433	ENST00000383482	7940	LST1
ENSG00000206433	ENST00000488804	7940	LST1
ENSG00000206433	ENST00000455553	7940	LST1
ENSG00000224567	ENST00000426062		
ENSG00000241200	ENST00000425158		ZNF736P7Y
ENSG00000228518	ENST00000451854		SURF6P1
ENSG00000227447	ENST00000381172		XGY1
ENSG00000274231	ENST00000619901		
ENSG00000286050	ENST00000650970		
ENSG00000274502	ENST00000618763		ANKRD20A6P
ENSG00000235094	ENST00000445200		
ENSG00000278854	ENST00000621243		
ENSG00000238234	ENST00000615756	285834	HCG22
ENSG00000238234	ENST00000421410	285834	HCG22
ENSG00000238234	ENST00000642868	285834	HCG22
ENSG00000183385	ENST00000329684	84673	TTTY8
ENSG00000183385	ENST00000426035	84673	TTTY8
ENSG00000226657	ENST00000445789		SAR1AP1
ENSG00000235342	ENST00000416360		RPL7P4
ENSG00000237698	ENST00000458553		GPR53P
ENSG00000224542	ENST00000422484	11074	TRIM31
ENSG00000224542	ENST00000492151	11074	TRIM31
ENSG00000224542	ENST00000482869	11074	TRIM31
ENSG00000224542	ENST00000486639	11074	TRIM31
ENSG00000224542	ENST00000486990	11074	TRIM31
ENSG00000224542	ENST00000483556	11074	TRIM31
ENSG00000236149	ENST00000457111	23	ABCF1
ENSG00000236149	ENST00000452530	23	ABCF1
ENSG00000236149	ENST00000423030	23	ABCF1
ENSG00000236149	ENST00000473316	23	ABCF1
ENSG00000236149	ENST00000416932	23	ABCF1
ENSG00000236149	ENST00000470464	23	ABCF1
ENSG00000236149	ENST00000461877	23	ABCF1
ENSG00000225809	ENST00000418221		RBMY2KP
ENSG00000237902	ENST00000433481		TSPY21P
ENSG00000232419	ENST00000453955	252952	TTTY19
ENSG00000232620	ENST00000450329		TSPY17P
ENSG00000226906	ENST00000436568	114761	TTTY4
ENSG00000230025	ENST00000434308		
ENSG00000236786	ENST00000457163		TSPY15P
ENSG00000232924	ENST00000420090		ELOCP4
ENSG00000250204	ENST00000451467	100101121	TTTY23B
ENSG00000250204	ENST00000442790	100101121	TTTY23B
ENSG00000224075	ENST00000650665	252954	TTTY22
ENSG00000224075	ENST00000445253	252954	TTTY22
ENSG00000238235	ENST00000442607		TSPY11P
ENSG00000274445	ENST00000612764		
ENSG00000235649	ENST00000420610		MXRA5Y
ENSG00000232045	ENST00000495638	10919	EHMT2
ENSG00000232045	ENST00000495740	10919	EHMT2
ENSG00000232045	ENST00000488695	10919	EHMT2
ENSG00000232045	ENST00000498185	10919	EHMT2
ENSG00000232045	ENST00000415323	10919	EHMT2
ENSG00000232045	ENST00000450323	10919	EHMT2
ENSG00000232045	ENST00000440987	10919	EHMT2
ENSG00000232045	ENST00000421926	10919	EHMT2
ENSG00000232045	ENST00000448415	10919	EHMT2
ENSG00000232045	ENST00000488847	10919	EHMT2
ENSG00000232045	ENST00000466439	10919	EHMT2
ENSG00000232045	ENST00000476424	10919	EHMT2
ENSG00000258567	ENST00000555130		DUX4L16
ENSG00000236424	ENST00000428845	100289087	TSPY10
ENSG00000236424	ENST00000444056	100289087	TSPY10
ENSG00000236424	ENST00000489397	100289087	TSPY10
ENSG00000236424	ENST00000495839	100289087	TSPY10
ENSG00000282713	ENST00000633623		
ENSG00000276447	ENST00000617326		LILRP1
ENSG00000282717	ENST00000633462		
ENSG00000276870	ENST00000621727	8399	PLA2G10
ENSG00000276870	ENST00000634009	8399	PLA2G10
ENSG00000276976	ENST00000619724	79166	LILRP2
ENSG00000276976	ENST00000616871	79166	LILRP2
ENSG00000226187	ENST00000469626		LY6G6E
ENSG00000226187	ENST00000435051		LY6G6E
ENSG00000226187	ENST00000431420		LY6G6E
ENSG00000226187	ENST00000548848		LY6G6E
ENSG00000275806	ENST00000611419	441864	TARM1
ENSG00000235960	ENST00000427091	89870	TRIM15
ENSG00000235960	ENST00000444157	89870	TRIM15
ENSG00000235960	ENST00000498654	89870	TRIM15
ENSG00000235960	ENST00000465041	89870	TRIM15
ENSG00000235960	ENST00000550694	89870	TRIM15
ENSG00000276709	ENST00000633216		
ENSG00000276709	ENST00000614060		
ENSG00000276709	ENST00000632387		
ENSG00000276709	ENST00000614573		
ENSG00000276709	ENST00000633503		
ENSG00000276709	ENST00000610518		
ENSG00000276709	ENST00000615160		
ENSG00000225732	ENST00000450887	104533120	TRIM31-AS1
ENSG00000274887	ENST00000610804	284415	VSTM1
ENSG00000274887	ENST00000622762	284415	VSTM1
ENSG00000274887	ENST00000613096	284415	VSTM1
ENSG00000274887	ENST00000614154	284415	VSTM1
ENSG00000274887	ENST00000612784	284415	VSTM1
ENSG00000242335	ENST00000419411	629	CFB
ENSG00000242335	ENST00000426239	629	CFB
ENSG00000242335	ENST00000492504	629	CFB
ENSG00000242335	ENST00000475920	629	CFB
ENSG00000242335	ENST00000460958	629	CFB
ENSG00000242335	ENST00000485663	629	CFB
ENSG00000242335	ENST00000474638	629	CFB
ENSG00000242335	ENST00000462530	629	CFB
ENSG00000242335	ENST00000483747	629	CFB
ENSG00000242335	ENST00000498766	629	CFB
ENSG00000242335	ENST00000491218	629	CFB
ENSG00000242335	ENST00000486534	629	CFB
ENSG00000234179	ENST00000454315		MTCYBP1
ENSG00000271309	ENST00000604370		
ENSG00000229553	ENST00000444617		USP9YP17
ENSG00000228240	ENST00000416110	252949	TTTY17A
ENSG00000228240	ENST00000416110	474152	TTTY17A
ENSG00000234652	ENST00000455855		AGPAT5P1
ENSG00000218410	ENST00000405035		
ENSG00000243643	ENST00000450910		TSPY20P
ENSG00000224989	ENST00000421205		FAM41AY1
ENSG00000274881	ENST00000611518		LILRP1
ENSG00000277600	ENST00000617982	4849	CNOT3
ENSG00000277600	ENST00000612029	4849	CNOT3
ENSG00000277600	ENST00000620970	4849	CNOT3
ENSG00000277600	ENST00000612729	4849	CNOT3
ENSG00000277600	ENST00000614542	4849	CNOT3
ENSG00000277600	ENST00000615532	4849	CNOT3
ENSG00000277600	ENST00000613470	4849	CNOT3
