Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSG00000276053	ENST00000617370	3903	LAIR1
ENSG00000276053	ENST00000610771	3903	LAIR1
ENSG00000276053	ENST00000611788	3903	LAIR1
ENSG00000276053	ENST00000622041	3903	LAIR1
ENSG00000276053	ENST00000614392	3903	LAIR1
ENSG00000276053	ENST00000612215	3903	LAIR1
ENSG00000277680	ENST00000611499		
ENSG00000275311	ENST00000618270		
ENSG00000275192	ENST00000613232		LINC02197
ENSG00000275192	ENST00000617034		LINC02197
ENSG00000231197	ENST00000424911		
ENSG00000280235	ENST00000624163		
ENSG00000273875	ENST00000620398	441864	TARM1
ENSG00000276794	ENST00000617495		
ENSG00000276794	ENST00000613341		
ENSG00000275760	ENST00000617387	101060321	TBC1D3G
ENSG00000228760	ENST00000481696	7917	BAG6
ENSG00000228760	ENST00000492215	7917	BAG6
ENSG00000228760	ENST00000424504	7917	BAG6
ENSG00000228760	ENST00000456804	7917	BAG6
ENSG00000228760	ENST00000415373	7917	BAG6
ENSG00000228760	ENST00000444402	7917	BAG6
ENSG00000228760	ENST00000415345	7917	BAG6
ENSG00000228760	ENST00000461257	7917	BAG6
ENSG00000228760	ENST00000461852	7917	BAG6
ENSG00000228760	ENST00000451042	7917	BAG6
ENSG00000228760	ENST00000478374	7917	BAG6
ENSG00000228760	ENST00000432674	7917	BAG6
ENSG00000228760	ENST00000451948	7917	BAG6
ENSG00000228760	ENST00000472751	7917	BAG6
ENSG00000228760	ENST00000436814	7917	BAG6
ENSG00000228760	ENST00000447656	7917	BAG6
ENSG00000228760	ENST00000461560	7917	BAG6
ENSG00000228760	ENST00000416094	7917	BAG6
ENSG00000228760	ENST00000428905	7917	BAG6
ENSG00000228760	ENST00000427244	7917	BAG6
ENSG00000228760	ENST00000415770	7917	BAG6
ENSG00000228760	ENST00000450513	7917	BAG6
ENSG00000228760	ENST00000441898	7917	BAG6
ENSG00000228760	ENST00000436434	7917	BAG6
ENSG00000228760	ENST00000432814	7917	BAG6
ENSG00000228760	ENST00000424221	7917	BAG6
ENSG00000228760	ENST00000454248	7917	BAG6
ENSG00000228760	ENST00000427281	7917	BAG6
ENSG00000228760	ENST00000462603	7917	BAG6
ENSG00000228760	ENST00000419409	7917	BAG6
ENSG00000228760	ENST00000461174	7917	BAG6
ENSG00000228760	ENST00000550393	7917	BAG6
ENSG00000228760	ENST00000615224	7917	BAG6
ENSG00000275931	ENST00000611436	51206	GP6
ENSG00000275931	ENST00000622653	51206	GP6
ENSG00000273847	ENST00000613366		
ENSG00000274138	ENST00000611095		HMGN1P12
ENSG00000282256	ENST00000631720	259290	TAS2R31
ENSG00000273909	ENST00000622061		
ENSG00000277316	ENST00000610444	50836	TAS2R8
ENSG00000275282	ENST00000622370		CFL1P5
ENSG00000277254	ENST00000613662	50838	TAS2R13
ENSG00000279247	ENST00000612207	102157402	AK6
ENSG00000279247	ENST00000618233	102157402	AK6
ENSG00000279247	ENST00000620269	102157402	AK6
ENSG00000279247	ENST00000617079	102157402	AK6
ENSG00000279247	ENST00000625009	102157402	AK6
ENSG00000274839	ENST00000634055	5545	PRB4
ENSG00000274839	ENST00000632467	5545	PRB4
ENSG00000274839	ENST00000619196	5545	PRB4
ENSG00000282613	ENST00000634097		
ENSG00000282537	ENST00000632197	259289	TAS2R43
ENSG00000282537	ENST00000632197	259291	TAS2R43
ENSG00000282174	ENST00000632773		
ENSG00000274081	ENST00000632872	22827	PUF60
ENSG00000274081	ENST00000632796	22827	PUF60
ENSG00000274081	ENST00000631439	22827	PUF60
ENSG00000274081	ENST00000632444	22827	PUF60
ENSG00000274081	ENST00000633206	22827	PUF60
ENSG00000274081	ENST00000634206	22827	PUF60
ENSG00000274081	ENST00000633672	22827	PUF60
ENSG00000274081	ENST00000632993	22827	PUF60
ENSG00000274081	ENST00000632477	22827	PUF60
ENSG00000274081	ENST00000632085	22827	PUF60
ENSG00000274081	ENST00000633177	22827	PUF60
ENSG00000274081	ENST00000632840	22827	PUF60
ENSG00000274081	ENST00000633617	22827	PUF60
ENSG00000274081	ENST00000632036	22827	PUF60
ENSG00000274081	ENST00000631813	22827	PUF60
ENSG00000274081	ENST00000633797	22827	PUF60
ENSG00000274081	ENST00000632399	22827	PUF60
ENSG00000274081	ENST00000632414	22827	PUF60
ENSG00000274081	ENST00000632769	22827	PUF60
ENSG00000274081	ENST00000631628	22827	PUF60
ENSG00000274081	ENST00000633663	22827	PUF60
ENSG00000274081	ENST00000632152	22827	PUF60
ENSG00000274081	ENST00000620341	22827	PUF60
ENSG00000274081	ENST00000620953	22827	PUF60
ENSG00000274081	ENST00000612237	22827	PUF60
ENSG00000277424	ENST00000631986	3163	HMOX2
ENSG00000277424	ENST00000632458	3163	HMOX2
ENSG00000277424	ENST00000631540	3163	HMOX2
ENSG00000277424	ENST00000622146	3163	HMOX2
ENSG00000277424	ENST00000633319	3163	HMOX2
ENSG00000277424	ENST00000634141	3163	HMOX2
ENSG00000277424	ENST00000633088	3163	HMOX2
ENSG00000277424	ENST00000631697	3163	HMOX2
ENSG00000277424	ENST00000632426	3163	HMOX2
ENSG00000277424	ENST00000631495	3163	HMOX2
ENSG00000277424	ENST00000632175	3163	HMOX2
ENSG00000277424	ENST00000631677	3163	HMOX2
ENSG00000277424	ENST00000633529	3163	HMOX2
ENSG00000277424	ENST00000621065	3163	HMOX2
ENSG00000277424	ENST00000612525	3163	HMOX2
ENSG00000277424	ENST00000617111	3163	HMOX2
ENSG00000277424	ENST00000615778	3163	HMOX2
ENSG00000277424	ENST00000620445	3163	HMOX2
ENSG00000277823	ENST00000633939	5554	PRH1
ENSG00000277823	ENST00000633511	5554	PRH1
ENSG00000277823	ENST00000633091	5554	PRH1
ENSG00000277823	ENST00000634061	5554	PRH1
ENSG00000277823	ENST00000632814	5554	PRH1
ENSG00000277823	ENST00000543480	5554	PRH1
ENSG00000233345	ENST00000430216	4439	MSH5
ENSG00000233345	ENST00000498391	4439	MSH5
ENSG00000233345	ENST00000484258	4439	MSH5
ENSG00000233345	ENST00000456436	4439	MSH5
ENSG00000233345	ENST00000414810	4439	MSH5
ENSG00000233345	ENST00000454820	4439	MSH5
ENSG00000233345	ENST00000442688	4439	MSH5
ENSG00000233345	ENST00000458424	4439	MSH5
ENSG00000233345	ENST00000487191	4439	MSH5
ENSG00000233345	ENST00000471854	4439	MSH5
ENSG00000233345	ENST00000486924	4439	MSH5
ENSG00000233345	ENST00000427687	4439	MSH5
ENSG00000233345	ENST00000462035	4439	MSH5
ENSG00000229353	ENST00000488124	7148	TNXB
ENSG00000229353	ENST00000471059	7148	TNXB
ENSG00000229353	ENST00000424713	7148	TNXB
ENSG00000229353	ENST00000466115	7148	TNXB
ENSG00000229353	ENST00000550539	7148	TNXB
ENSG00000249571	ENST00000509836	26530	OR12D1
ENSG00000231309	ENST00000420590		WASF5P
ENSG00000225390	ENST00000443371		C6orf47-AS1
ENSG00000277454	ENST00000632393		
ENSG00000225635	ENST00000413343	23564	DDAH2
ENSG00000225635	ENST00000468346	23564	DDAH2
ENSG00000225635	ENST00000414455	23564	DDAH2
ENSG00000225635	ENST00000490871	23564	DDAH2
ENSG00000225635	ENST00000463913	23564	DDAH2
ENSG00000225635	ENST00000444699	23564	DDAH2
ENSG00000225635	ENST00000454138	23564	DDAH2
ENSG00000225635	ENST00000441011	23564	DDAH2
ENSG00000225635	ENST00000417274	23564	DDAH2
ENSG00000225635	ENST00000484557	23564	DDAH2
ENSG00000277238	ENST00000611256	50839	TAS2R10
ENSG00000276541	ENST00000614274	50840	TAS2R14
ENSG00000276541	ENST00000633828	50840	TAS2R14
ENSG00000276541	ENST00000614274	106707243	TAS2R14
ENSG00000276541	ENST00000633828	106707243	TAS2R14
ENSG00000282681	ENST00000634136		LY6E-DT
ENSG00000282681	ENST00000633601		LY6E-DT
ENSG00000282681	ENST00000632481		LY6E-DT
ENSG00000282681	ENST00000632168		LY6E-DT
ENSG00000282681	ENST00000631656		LY6E-DT
ENSG00000276217	ENST00000616190		TAS2R15P
ENSG00000278378	ENST00000617993	126014	OSCAR
ENSG00000278378	ENST00000618710	126014	OSCAR
ENSG00000278378	ENST00000621506	126014	OSCAR
ENSG00000278378	ENST00000617210	126014	OSCAR
ENSG00000278378	ENST00000611450	126014	OSCAR
ENSG00000282293	ENST00000632528		TAS2R63P
ENSG00000278111	ENST00000633803	259292	TAS2R46
ENSG00000282669	ENST00000632321		AK3P2
ENSG00000277036	ENST00000610525		
ENSG00000276909	ENST00000617567		
ENSG00000277773	ENST00000620650	6606	SMN2
ENSG00000277773	ENST00000612446	6606	SMN2
ENSG00000277773	ENST00000624634	6606	SMN2
ENSG00000277773	ENST00000618251	6606	SMN2
ENSG00000277773	ENST00000611906	6606	SMN2
ENSG00000277773	ENST00000619658	6606	SMN2
ENSG00000277773	ENST00000624254	6606	SMN2
ENSG00000277773	ENST00000624213	6606	SMN2
ENSG00000277773	ENST00000617648	6606	SMN2
ENSG00000277773	ENST00000611442	6606	SMN2
ENSG00000277773	ENST00000629741	6606	SMN2
ENSG00000277773	ENST00000618661	6606	SMN2
ENSG00000277773	ENST00000620650	6607	SMN2
ENSG00000277773	ENST00000612446	6607	SMN2
ENSG00000277773	ENST00000624634	6607	SMN2
ENSG00000277773	ENST00000618251	6607	SMN2
ENSG00000277773	ENST00000611906	6607	SMN2
ENSG00000277773	ENST00000619658	6607	SMN2
ENSG00000277773	ENST00000624254	6607	SMN2
ENSG00000277773	ENST00000624213	6607	SMN2
ENSG00000277773	ENST00000617648	6607	SMN2
ENSG00000277773	ENST00000611442	6607	SMN2
ENSG00000277773	ENST00000629741	6607	SMN2
ENSG00000277773	ENST00000618661	6607	SMN2
ENSG00000215601	ENST00000431340		TSPY24P
ENSG00000215603	ENST00000415010		ZNF92P1Y
ENSG00000231436	ENST00000449381		RBMY3AP
ENSG00000282454	ENST00000631963		
ENSG00000234795	ENST00000651261		RFTN1P1
ENSG00000234795	ENST00000455527		RFTN1P1
ENSG00000234795	ENST00000442584		RFTN1P1
ENSG00000234795	ENST00000652723		RFTN1P1
ENSG00000275095	ENST00000633277	6360	CCL16
ENSG00000275095	ENST00000621559	6360	CCL16
ENSG00000275095	ENST00000631489	6360	CCL16
ENSG00000225878	ENST00000436888		SERBP1P2
ENSG00000236435	ENST00000421279		TSPY12P
ENSG00000278478	ENST00000430032		
ENSG00000258991	ENST00000557448		DUX4L19
ENSG00000237048	ENST00000651670	83867	TTTY12
ENSG00000237048	ENST00000413466	83867	TTTY12
ENSG00000237048	ENST00000653671	83867	TTTY12
ENSG00000237048	ENST00000664089	83867	TTTY12
ENSG00000147761	ENST00000447655	100101120	TTTY7B
ENSG00000147761	ENST00000276779	100101120	TTTY7B
ENSG00000147761	ENST00000415405	100101120	TTTY7B
ENSG00000282698	ENST00000631970		RPL3P10
ENSG00000277594	ENST00000631762	11056	DDX52
ENSG00000277594	ENST00000615769	11056	DDX52
ENSG00000277594	ENST00000633389	11056	DDX52
ENSG00000277594	ENST00000632046	11056	DDX52
ENSG00000277594	ENST00000633356	11056	DDX52
ENSG00000277594	ENST00000631452	11056	DDX52
ENSG00000277594	ENST00000632030	11056	DDX52
ENSG00000277594	ENST00000633791	11056	DDX52
ENSG00000224518	ENST00000427212		
ENSG00000231988	ENST00000453312		OFD1P3Y
ENSG00000277607	ENST00000617281	284415	VSTM1
ENSG00000277607	ENST00000615235	284415	VSTM1
ENSG00000277607	ENST00000613399	284415	VSTM1
ENSG00000277607	ENST00000614572	284415	VSTM1
ENSG00000277607	ENST00000614756	284415	VSTM1
ENSG00000238073	ENST00000457961		RBMY2HP
ENSG00000275866	ENST00000621514		
ENSG00000131538	ENST00000253838	84672	TTTY6
ENSG00000271595	ENST00000604289		ELOCP35
ENSG00000183704	ENST00000331172		SLC9B1P1
ENSG00000232927	ENST00000427677		USP12PY
ENSG00000239225	ENST00000452889	252955	TTTY23
ENSG00000277438	ENST00000622542		KDM5DP1
ENSG00000147753	ENST00000457100	246122	TTTY7
ENSG00000147753	ENST00000276770	246122	TTTY7
ENSG00000147753	ENST00000449828	246122	TTTY7
ENSG00000274129	ENST00000622076	79042	TSEN34
ENSG00000274129	ENST00000612236	79042	TSEN34
ENSG00000274129	ENST00000617739	79042	TSEN34
ENSG00000274129	ENST00000614265	79042	TSEN34
ENSG00000274129	ENST00000616063	79042	TSEN34
ENSG00000274129	ENST00000618135	79042	TSEN34
ENSG00000274129	ENST00000618447	79042	TSEN34
ENSG00000274175	ENST00000616638	102723655	
ENSG00000273554	ENST00000613216		
ENSG00000273554	ENST00000611339		
ENSG00000286217	ENST00000651511		LINC00279
ENSG00000286217	ENST00000650816		LINC00279
ENSG00000286217	ENST00000651700		LINC00279
ENSG00000286217	ENST00000650791		LINC00279
ENSG00000286217	ENST00000651793		LINC00279
ENSG00000286217	ENST00000652539		LINC00279
ENSG00000286217	ENST00000413486		LINC00279
ENSG00000286217	ENST00000657784		LINC00279
ENSG00000259154	ENST00000557360		DUX4L17
ENSG00000169789	ENST00000303728	9081	PRY
ENSG00000169789	ENST00000477123	9081	PRY
ENSG00000282287	ENST00000632974		
ENSG00000275869	ENST00000621028	102723713	
ENSG00000278494	ENST00000616334	54700	RRN3
ENSG00000278494	ENST00000632447	54700	RRN3
ENSG00000278494	ENST00000634151	54700	RRN3
ENSG00000278494	ENST00000631800	54700	RRN3
ENSG00000278494	ENST00000632541	54700	RRN3
ENSG00000278494	ENST00000632697	54700	RRN3
ENSG00000278510	ENST00000619806		
ENSG00000273843	ENST00000618201		
ENSG00000277836	ENST00000611746		
ENSG00000231874	ENST00000441642		TSPY18P
ENSG00000273589	ENST00000612840		
ENSG00000226061	ENST00000455560		PCMTD1P1
ENSG00000273863	ENST00000614118		
ENSG00000228571	ENST00000432672		HSFY7P
ENSG00000271375	ENST00000604178		
ENSG00000224634	ENST00000447526		ZNF736P6Y
ENSG00000285470	ENST00000645906		TUSC2P1
ENSG00000226092	ENST00000445405		RBMY2AP
ENSG00000225516	ENST00000615605	100289150	FAM197Y5
ENSG00000225516	ENST00000619815	100289150	FAM197Y5
ENSG00000225516	ENST00000423213	100289150	FAM197Y5
ENSG00000212856	ENST00000450591		TTTY2B
ENSG00000212856	ENST00000651733		TTTY2B
ENSG00000228890	ENST00000430228	252953	TTTY21
ENSG00000278461	ENST00000613100	92259	MRPS36
ENSG00000278461	ENST00000620855	92259	MRPS36
ENSG00000278461	ENST00000618428	92259	MRPS36
ENSG00000278461	ENST00000618341	92259	MRPS36
ENSG00000234620	ENST00000421058		PUDPP1
ENSG00000234012	ENST00000427406	9656	MDC1
ENSG00000234012	ENST00000470134	9656	MDC1
ENSG00000234012	ENST00000444412	9656	MDC1
ENSG00000234012	ENST00000469905	9656	MDC1
ENSG00000234012	ENST00000481026	9656	MDC1
ENSG00000234012	ENST00000424507	9656	MDC1
ENSG00000234012	ENST00000438165	9656	MDC1
ENSG00000234012	ENST00000456589	9656	MDC1
ENSG00000234012	ENST00000552522	9656	MDC1
ENSG00000236690	ENST00000421675		
ENSG00000273693	ENST00000618128		CDRT15P10
ENSG00000114374	ENST00000457658	8287	USP9Y
ENSG00000114374	ENST00000440408	8287	USP9Y
ENSG00000114374	ENST00000651177	8287	USP9Y
ENSG00000114374	ENST00000417071	8287	USP9Y
ENSG00000114374	ENST00000338981	8287	USP9Y
ENSG00000114374	ENST00000493168	8287	USP9Y
ENSG00000114374	ENST00000426564	8287	USP9Y
ENSG00000114374	ENST00000453031	8287	USP9Y
ENSG00000114374	ENST00000471409	8287	USP9Y
ENSG00000114374	ENST00000457658	64595	USP9Y
ENSG00000114374	ENST00000440408	64595	USP9Y
ENSG00000114374	ENST00000651177	64595	USP9Y
ENSG00000114374	ENST00000417071	64595	USP9Y
ENSG00000114374	ENST00000338981	64595	USP9Y
ENSG00000114374	ENST00000493168	64595	USP9Y
ENSG00000114374	ENST00000426564	64595	USP9Y
ENSG00000114374	ENST00000453031	64595	USP9Y
ENSG00000114374	ENST00000471409	64595	USP9Y
ENSG00000206500	ENST00000376750	80352	RNF39
ENSG00000206500	ENST00000383611	80352	RNF39
ENSG00000234487	ENST00000422439	3134	HLA-F
ENSG00000234487	ENST00000441200	3134	HLA-F
ENSG00000234487	ENST00000376844	3134	HLA-F
ENSG00000234487	ENST00000414958	3134	HLA-F
ENSG00000234487	ENST00000437226	3134	HLA-F
ENSG00000234487	ENST00000420024	3134	HLA-F
ENSG00000234487	ENST00000490874	3134	HLA-F
ENSG00000234487	ENST00000473718	3134	HLA-F
ENSG00000234487	ENST00000466006	3134	HLA-F
ENSG00000234487	ENST00000482707	3134	HLA-F
ENSG00000234487	ENST00000462607	3134	HLA-F
ENSG00000234487	ENST00000465778	3134	HLA-F
ENSG00000234487	ENST00000473105	3134	HLA-F
ENSG00000234487	ENST00000465114	3134	HLA-F
ENSG00000234487	ENST00000622145	3134	HLA-F
ENSG00000234487	ENST00000613731	3134	HLA-F
ENSG00000273656	ENST00000618618		
ENSG00000273656	ENST00000615569		
ENSG00000273656	ENST00000610620		
ENSG00000273656	ENST00000613717		
ENSG00000285213	ENST00000475673		
ENSG00000276634	ENST00000613654	3809	KIR2DS4
ENSG00000206493	ENST00000383597	3133	HLA-E
ENSG00000206493	ENST00000495114	3133	HLA-E
ENSG00000206493	ENST00000484637	3133	HLA-E
ENSG00000274506	ENST00000620422		
ENSG00000275825	ENST00000616249		
ENSG00000273935	ENST00000622377		CDH12P4
ENSG00000273799	ENST00000380731		
ENSG00000274950	ENST00000621749	6203	RPS9
ENSG00000274950	ENST00000615859	6203	RPS9
ENSG00000274950	ENST00000618690	6203	RPS9
ENSG00000274950	ENST00000616298	6203	RPS9
ENSG00000274950	ENST00000616536	6203	RPS9
ENSG00000274950	ENST00000616290	6203	RPS9
ENSG00000274950	ENST00000611921	6203	RPS9
ENSG00000274950	ENST00000620540	6203	RPS9
ENSG00000274950	ENST00000611511	6203	RPS9
ENSG00000274950	ENST00000614070	6203	RPS9
ENSG00000274950	ENST00000617485	6203	RPS9
ENSG00000274950	ENST00000619600	6203	RPS9
ENSG00000274950	ENST00000610850	6203	RPS9
ENSG00000274950	ENST00000628741	6203	RPS9
ENSG00000274950	ENST00000616877	6203	RPS9
ENSG00000275396	ENST00000619209	5370	PMCHL2
ENSG00000275396	ENST00000618044	5370	PMCHL2
ENSG00000275396	ENST00000610574	5370	PMCHL2
ENSG00000275396	ENST00000612588	5370	PMCHL2
ENSG00000282632	ENST00000631939		
ENSG00000275153	ENST00000618095	101060351	TBC1D3K
ENSG00000275153	ENST00000618095	102723859	TBC1D3K
ENSG00000228520	ENST00000430233	6015	RING1
ENSG00000228520	ENST00000482708	6015	RING1
ENSG00000229898	ENST00000420872		ZDHHC20P1
ENSG00000276297	ENST00000617786	107987420	
ENSG00000276297	ENST00000617786	107987434	
ENSG00000235030	ENST00000435856	8870	IER3
ENSG00000235030	ENST00000446599	8870	IER3
ENSG00000275420	ENST00000615836		Metazoa_SRP
ENSG00000277139	ENST00000614682		U6
ENSG00000280514	ENST00000625748		
ENSG00000228202	ENST00000458664		HCG9P5
ENSG00000274870	ENST00000621754	127074	OR2T4
ENSG00000223666	ENST00000443350	63943	FKBPL
ENSG00000276821	ENST00000610282	401992	OR2T2
ENSG00000237218	ENST00000450024		HLA-H
ENSG00000229383	ENST00000444360	100507362	LINC01015
ENSG00000229383	ENST00000453280	100507362	LINC01015
ENSG00000233119	ENST00000432016		
ENSG00000232733	ENST00000448702		RPL12P1
ENSG00000230422	ENST00000413126		TMPOP1
ENSG00000275244	ENST00000613540	26696	OR2T1
ENSG00000227794	ENST00000440980	6222	RPS18
ENSG00000227794	ENST00000497078	6222	RPS18
ENSG00000227794	ENST00000473705	6222	RPS18
ENSG00000227794	ENST00000482819	6222	RPS18
ENSG00000227794	ENST00000630000	6222	RPS18
ENSG00000278689	ENST00000621336	254879	OR2T6
ENSG00000228581	ENST00000437917	2794	GNL1
ENSG00000228581	ENST00000443235	2794	GNL1
ENSG00000228581	ENST00000481380	2794	GNL1
ENSG00000228581	ENST00000483987	2794	GNL1
ENSG00000228581	ENST00000497917	2794	GNL1
ENSG00000281395	ENST00000626837	81458	OR2T7
ENSG00000278377	ENST00000614898	343173	OR2T3
ENSG00000273827	ENST00000611272	401993	OR2T5
ENSG00000235067	ENST00000419792	203068	TUBB
ENSG00000235067	ENST00000436335	203068	TUBB
ENSG00000235067	ENST00000425136	203068	TUBB
ENSG00000235067	ENST00000444441	203068	TUBB
ENSG00000239882	ENST00000471769		CYP21A1P
ENSG00000239882	ENST00000498290		CYP21A1P
ENSG00000235144	ENST00000419856		HLA-W
ENSG00000236693	ENST00000411749	3115	HLA-DPB1
ENSG00000236693	ENST00000441981	3115	HLA-DPB1
ENSG00000236693	ENST00000478718	3115	HLA-DPB1
ENSG00000236693	ENST00000474044	3115	HLA-DPB1
ENSG00000236693	ENST00000466949	3115	HLA-DPB1
ENSG00000236693	ENST00000471170	3115	HLA-DPB1
ENSG00000236693	ENST00000441678	3115	HLA-DPB1
ENSG00000236693	ENST00000411722	3115	HLA-DPB1
ENSG00000236693	ENST00000468054	3115	HLA-DPB1
ENSG00000234195	ENST00000421489	442191	OR14J1
ENSG00000235588	ENST00000440907	199	AIF1
ENSG00000235588	ENST00000486737	199	AIF1
ENSG00000235588	ENST00000412407	199	AIF1
ENSG00000235588	ENST00000495860	199	AIF1
ENSG00000235588	ENST00000481716	199	AIF1
ENSG00000235588	ENST00000424944	199	AIF1
ENSG00000251394	ENST00000508665	81797	OR12D3
ENSG00000251394	ENST00000552012	81797	OR12D3
ENSG00000206526	ENST00000383656		LINC01556
ENSG00000204490	ENST00000376122	7124	TNF
ENSG00000224392	ENST00000416604		OR2G1P
ENSG00000235541	ENST00000446694		KRT18P1
ENSG00000206522	ENST00000383651	442186	OR2J3
ENSG00000206505	ENST00000383605	3105	HLA-A
ENSG00000206505	ENST00000383619	3105	HLA-A
ENSG00000206505	ENST00000478740	3105	HLA-A
ENSG00000206505	ENST00000376822	3105	HLA-A
ENSG00000206505	ENST00000462536	3105	HLA-A
ENSG00000206505	ENST00000461996	3105	HLA-A
ENSG00000206505	ENST00000492107	3105	HLA-A
ENSG00000206505	ENST00000616730	3105	HLA-A
ENSG00000206505	ENST00000638354	3105	HLA-A
ENSG00000206505	ENST00000639891	3105	HLA-A
ENSG00000206505	ENST00000549224	3105	HLA-A
ENSG00000275019	ENST00000616493	11025	LILRB3
ENSG00000275019	ENST00000613698	11025	LILRB3
ENSG00000275019	ENST00000612057	11025	LILRB3
ENSG00000275019	ENST00000622504	11025	LILRB3
ENSG00000275019	ENST00000615387	11025	LILRB3
ENSG00000275019	ENST00000620730	11025	LILRB3
ENSG00000275019	ENST00000614249	11025	LILRB3
ENSG00000275019	ENST00000611751	11025	LILRB3
ENSG00000275019	ENST00000616493	102725035	LILRB3
ENSG00000275019	ENST00000613698	102725035	LILRB3
ENSG00000275019	ENST00000612057	102725035	LILRB3
ENSG00000275019	ENST00000622504	102725035	LILRB3
ENSG00000275019	ENST00000615387	102725035	LILRB3
ENSG00000275019	ENST00000620730	102725035	LILRB3
ENSG00000275019	ENST00000614249	102725035	LILRB3
ENSG00000275019	ENST00000611751	102725035	LILRB3
ENSG00000275019	ENST00000616493	107987425	LILRB3
ENSG00000275019	ENST00000613698	107987425	LILRB3
ENSG00000275019	ENST00000612057	107987425	LILRB3
ENSG00000275019	ENST00000622504	107987425	LILRB3
ENSG00000275019	ENST00000615387	107987425	LILRB3
ENSG00000275019	ENST00000620730	107987425	LILRB3
ENSG00000275019	ENST00000614249	107987425	LILRB3
ENSG00000275019	ENST00000611751	107987425	LILRB3
ENSG00000275019	ENST00000616493	107987462	LILRB3
ENSG00000275019	ENST00000613698	107987462	LILRB3
ENSG00000275019	ENST00000612057	107987462	LILRB3
ENSG00000275019	ENST00000622504	107987462	LILRB3
ENSG00000275019	ENST00000615387	107987462	LILRB3
ENSG00000275019	ENST00000620730	107987462	LILRB3
ENSG00000275019	ENST00000614249	107987462	LILRB3
ENSG00000275019	ENST00000611751	107987462	LILRB3
ENSG00000282695	ENST00000632190		HMGB1P24
ENSG00000282695	ENST00000633747		HMGB1P24
ENSG00000281998	ENST00000633786	102723471	LHX1-DT
ENSG00000281998	ENST00000632992	102723471	LHX1-DT
ENSG00000281998	ENST00000632160	102723471	LHX1-DT
ENSG00000281998	ENST00000632440	102723471	LHX1-DT
ENSG00000234058	ENST00000436591	6992	PPP1R11
ENSG00000234058	ENST00000448210	6992	PPP1R11
ENSG00000234058	ENST00000422273	6992	PPP1R11
ENSG00000234058	ENST00000430828	6992	PPP1R11
ENSG00000234058	ENST00000412077	6992	PPP1R11
ENSG00000234058	ENST00000444994	6992	PPP1R11
ENSG00000277042	ENST00000612374	57151	LYZL6
ENSG00000277042	ENST00000632590	57151	LYZL6
ENSG00000277042	ENST00000633033	57151	LYZL6
ENSG00000228859	ENST00000467714	80740	LY6G6C
ENSG00000228859	ENST00000428498	80740	LY6G6C
ENSG00000233240	ENST00000437595		
ENSG00000275730	ENST00000611165	11006	LILRB4
ENSG00000275730	ENST00000612454	11006	LILRB4
ENSG00000275730	ENST00000621693	11006	LILRB4
ENSG00000275730	ENST00000613090	11006	LILRB4
ENSG00000275730	ENST00000614699	11006	LILRB4
ENSG00000275730	ENST00000621149	11006	LILRB4
ENSG00000275730	ENST00000621796	11006	LILRB4
ENSG00000275730	ENST00000618034	11006	LILRB4
ENSG00000275730	ENST00000619525	11006	LILRB4
ENSG00000235561	ENST00000454640		
ENSG00000243009	ENST00000430819	79897	RPP21
ENSG00000243009	ENST00000467113	79897	RPP21
ENSG00000243009	ENST00000478784	79897	RPP21
ENSG00000243009	ENST00000498637	79897	RPP21
ENSG00000243009	ENST00000490158	79897	RPP21
ENSG00000243009	ENST00000492100	79897	RPP21
ENSG00000243009	ENST00000414187	79897	RPP21
ENSG00000243009	ENST00000452262	79897	RPP21
ENSG00000243009	ENST00000439797	79897	RPP21
ENSG00000243009	ENST00000551862	79897	RPP21
ENSG00000243009	ENST00000430819	202658	RPP21
ENSG00000243009	ENST00000467113	202658	RPP21
ENSG00000243009	ENST00000478784	202658	RPP21
ENSG00000243009	ENST00000498637	202658	RPP21
ENSG00000243009	ENST00000490158	202658	RPP21
ENSG00000243009	ENST00000492100	202658	RPP21
ENSG00000243009	ENST00000414187	202658	RPP21
ENSG00000243009	ENST00000452262	202658	RPP21
ENSG00000243009	ENST00000439797	202658	RPP21
ENSG00000243009	ENST00000551862	202658	RPP21
ENSG00000277936	ENST00000621878	84311	MRPL45
ENSG00000277936	ENST00000613510	84311	MRPL45
ENSG00000228713	ENST00000450959		
ENSG00000236399	ENST00000425845	135644	TRIM40
ENSG00000236399	ENST00000418267	135644	TRIM40
ENSG00000236399	ENST00000488232	135644	TRIM40
ENSG00000236399	ENST00000614405	135644	TRIM40
ENSG00000232235	ENST00000454543		CDY3P
ENSG00000169807	ENST00000303804	442862	PRY2
ENSG00000169807	ENST00000472391	442862	PRY2
ENSG00000274829	ENST00000615183	5073	PARN
ENSG00000274829	ENST00000618929	5073	PARN
ENSG00000274829	ENST00000634004	5073	PARN
ENSG00000274829	ENST00000631868	5073	PARN
ENSG00000274829	ENST00000632334	5073	PARN
ENSG00000274829	ENST00000633878	5073	PARN
ENSG00000274829	ENST00000632565	5073	PARN
ENSG00000274829	ENST00000632860	5073	PARN
ENSG00000274829	ENST00000632938	5073	PARN
ENSG00000274829	ENST00000632446	5073	PARN
ENSG00000274829	ENST00000632226	5073	PARN
ENSG00000274829	ENST00000634095	5073	PARN
ENSG00000274829	ENST00000632126	5073	PARN
ENSG00000274829	ENST00000632474	5073	PARN
